posid,B CELLS/D90,B CELLS/M12,B CELLS/M6,BM_CD34/D0,NEUTROPHILS/D90,NEUTROPHILS/M12,NEUTROPHILS/M6,NK CELLS/D90,PBMC/D90,PBMC/M12,PBMC/M6,T CELLS/D90,T-CELLS/M12,T-CELLS/M6,WHOLE BLOOD/D90,WHOLE BLOOD/M12,WHOLE BLOOD/M6,patient
chr9+100448099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+100558839,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr9+10188977,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+104112637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+104145342,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr9+10441864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+105698542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+105838699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+106159382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+10654368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+107736086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+108984392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+109078096,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+110887188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+111378520,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,p304G
chr9+111437157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+111449400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+11186192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+111949819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+112224529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+112230606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+112235004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+112239050,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+112275892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+112313282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+112317420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+112437934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+113922000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,p304G
chr9+115948212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr9+118526761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+120658635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+120675282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+120817601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+120953365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,p304G
chr9+120991186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+121094325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+121116083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+121186567,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+121189509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,p304G
chr9+121193291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+121197514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+121199048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+121240564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+121258995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+121359538,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,p304G
chr9+121368617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,p304G
chr9+122864534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+122909431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr9+122946287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+122962129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+122995209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,p304G
chr9+123007666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+123024531,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr9+123026297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+123031145,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+123047470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+123068734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+123068821,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr9+123147727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+123173720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+123223193,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+123232098,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr9+123754984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr9+124255103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+124605811,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,p304G
chr9+124666993,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,p304G
chr9+124668729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+124668980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+124674284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+124700997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+124754084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+124801784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+124926578,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+124935540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+124966548,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr9+124968290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+124977882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125004763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+125040983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+125064633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+125065550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+125090235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+125168236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+125175525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125216080,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125285687,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+125302317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125329432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+125445102,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,p304G
chr9+125755272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+125758030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+125770812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+125829879,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125839356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+125854072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125863578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+125902049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+125907617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+125911650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+126353176,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr9+126751857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+127053919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+127062870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127157848,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,p304G
chr9+127264479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+127272126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+127273385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127285099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127312714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127630542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,p304G
chr9+127636472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+127668260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+127753167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+127774504,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,p304G
chr9+127832686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+127833254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127837125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+127881745,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr9+127889334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+127889821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+127943793,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+127952749,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,p304G
chr9+127953082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr9+127998599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128004156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr9+128019168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128081804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128085488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128087935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128195652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr9+128202778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128262761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128468138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128480403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128480890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128490725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128500437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128511333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+128511829,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,p304G
chr9+128517714,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,p304G
chr9+128518270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128519974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128522010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128523149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128530369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128542246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128566377,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr9+128572046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128579927,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr9+128585966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128614667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128672386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128675979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128676159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128740597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128782984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128795869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128802006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128872666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr9+128909620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+128940147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128956738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128960872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+128962472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+128962937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+128971475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr9+128975143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+128981409,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+128987829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,p304G
chr9+129015464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129045173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129052423,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129055169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129129879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+129284298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+129302735,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,p304G
chr9+129375690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+129534177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129673518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+129827490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129844161,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+129844392,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129849912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+129850540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr9+129854228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+129868196,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr9+129892605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+129919591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+129924950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+129925045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,p304G
chr9+129925141,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,p304G
chr9+129928607,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+129939571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+129953317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+129954572,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129955467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+129959200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+129965201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+129970520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129972110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+129999097,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr9+130012543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+130015109,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,p304G
chr9+130022047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+130032373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+130051127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,p304G
chr9+130060752,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+130061098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+130513982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+130650138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p304G
chr9+130704345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+130727950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+130775162,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+130800443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+130811033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,p304G
chr9+130825633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr9+130854264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+130982450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+131132424,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr9+131146604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+131164879,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,p304G
chr9+131164934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+131168878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+131183702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+131185555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+131190144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,p304G
chr9+131195318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131199105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+131203625,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131209897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+131209908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+131224545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+131225181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,p304G
chr9+131245570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131249054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131253661,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr9+131451587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131643593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131661264,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,p304G
chr9+131695390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+131696670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+131993922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+132307367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132310143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132311372,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+132312850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132318007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132330604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132918497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+132924393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,p304G
chr9+132941650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+132965982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132997169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+132998050,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+133041868,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133051163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+133052833,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133052934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133059631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+133073804,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr9+133076889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+133077401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+133088866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+133095047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+133265186,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133267849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133338629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+133466448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+133874922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr9+13413361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+134217674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+134221234,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,p304G
chr9+134291167,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,p304G
chr9+134330881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+134510606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+134724120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr9+134756653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+134776753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+134898067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+135833524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+135867753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+135876392,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,p304G
chr9+135877149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr9+135932672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+135992532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+135999167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+136038582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr9+136065601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+136065988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr9+136068324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+136071041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr9+136295475,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,p304G
chr9+136334469,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+136396302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+136401039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr9+136412717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr9+136420395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr9+136441182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr9+136447548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr9+136451527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
