posid,WHOLE BLOOD/UNS,patient
chr22+40083832,1,p304002
chr22+40089270,1,p304002
chr22+40095580,1,p304002
chr22+40187248,1,p304002
chr22+40199355,1,p304002
chr22+40244795,1,p304002
chr22+40476248,1,p304002
chr22+41101647,2,p304002
chr22+41644178,2,p304002
chr22+42041521,1,p304002
chr22+42232303,1,p304002
chr22+42236392,1,p304002
chr22+42259280,1,p304002
chr22+42517953,1,p304002
chr22+42590887,1,p304002
chr22+42933303,1,p304002
chr22+45139234,1,p304002
chr22+45375490,1,p304002
chr22+45699821,1,p304002
chr22+49805173,1,p304002
chr22+50075416,1,p304002
chr22+50374960,1,p304002
chr22+50377265,1,p304002
chr22+50377710,1,p304002
chr22+50379835,1,p304002
chr22+50380177,1,p304002
chr22+50402024,1,p304002
chr22+50455156,1,p304002
chr22+50634778,1,p304002
chr22+50689804,1,p304002
chr3-103613137,1,p304002
chr3-103653494,1,p304002
chr3-105573900,1,p304002
chr3-106239245,1,p304002
chr3-110376960,1,p304002
chr3-111152934,1,p304002
chr3-113486802,1,p304002
chr3-114814082,2,p304002
chr3-114992946,1,p304002
chr3-121701527,1,p304002
chr3-12653436,1,p304002
chr3-129748775,1,p304002
chr3-129749083,1,p304002
chr3-129749110,1,p304002
chr3-129766810,1,p304002
chr3-130721017,1,p304002
chr3-136289380,1,p304002
chr3-141536266,1,p304002
chr3-141911725,1,p304002
chr3-143459688,1,p304002
chr3-144462846,1,p304002
chr3-144870861,1,p304002
chr3-146151756,1,p304002
chr3-14955804,1,p304002
chr3-152253173,1,p304002
chr3-155391163,1,p304002
chr3-155906033,1,p304002
chr3-158291298,1,p304002
chr3-161713477,1,p304002
chr3-162139957,1,p304002
chr3-162512206,1,p304002
chr3-162755955,1,p304002
chr3-166342936,1,p304002
chr3-167686846,1,p304002
chr3-168315418,1,p304002
chr3-168899254,1,p304002
chr3-168916435,1,p304002
chr3-17009341,1,p304002
chr3-175126207,1,p304002
chr3-175218754,1,p304002
chr3-175238158,1,p304002
chr3-179418948,1,p304002
chr3-180935180,1,p304002
chr3-182884479,2,p304002
chr3-183670624,1,p304002
chr3-184487392,1,p304002
chr3-187092025,1,p304002
chr3-195309564,1,p304002
chr3-195413775,1,p304002
chr3-196792348,1,p304002
chr3-197129227,1,p304002
chr3-197181209,1,p304002
chr3-197764189,1,p304002
chr3-20636170,1,p304002
chr3-21799861,1,p304002
chr3-24258421,1,p304002
chr3-24449435,1,p304002
chr3-275823,1,p304002
chr3-2803750,1,p304002
chr3-28253809,1,p304002
chr3-31592938,1,p304002
chr3-37321530,1,p304002
chr3-37656268,1,p304002
chr3-38199501,2,p304002
chr3-41591540,1,p304002
chr3-43434673,1,p304002
chr3-44374200,1,p304002
chr3-44638304,1,p304002
chr3-45703410,1,p304002
chr3-47099364,1,p304002
chr3-47107301,1,p304002
chr3-4722940,1,p304002
chr3-47304643,1,p304002
chr3-47474260,1,p304002
chr3-47689843,1,p304002
chr3-47699144,1,p304002
chr3-47703460,1,p304002
chr3-47915677,1,p304002
chr3-48830509,1,p304002
chr3-48929796,1,p304002
chr3-49760014,1,p304002
chr3-49760245,1,p304002
chr3-49762615,1,p304002
chr3-49768755,1,p304002
chr3-49769504,1,p304002
chr3-49976911,1,p304002
chr3-50104913,1,p304002
chr3-50871409,1,p304002
chr3-50912280,2,p304002
chr3-5158779,1,p304002
chr3-52026793,1,p304002
chr3-52266854,1,p304002
chr3-52418133,1,p304002
chr3-52576488,1,p304002
chr3-52961689,1,p304002
chr3-56872451,1,p304002
chr3-57260956,1,p304002
chr3-57654704,1,p304002
chr3-58348121,1,p304002
chr3-6350554,1,p304002
chr3-64000585,1,p304002
chr3-641178,1,p304002
chr3-67639109,1,p304002
chr3-69854807,1,p304002
chr3-71933793,1,p304002
chr3-79010784,1,p304002
chr3-80901236,1,p304002
chr3-81432296,1,p304002
chr3-81599136,1,p304002
chr3-81658983,1,p304002
chr3-81671637,1,p304002
chr3-81849879,1,p304002
chr3-83493392,1,p304002
chr3-87090621,1,p304002
chr3-90936629,1,p304002
chr3-91455902,1,p304002
chr3-9431901,1,p304002
chr3-94355535,1,p304002
chr3-94373627,1,p304002
chr3-95450635,1,p304002
chr3-9649183,1,p304002
chr3-97854692,1,p304002
chr3-98517800,1,p304002
chr3+100385589,1,p304002
chr3+101494451,1,p304002
chr3+103782603,1,p304002
chr3+105434965,1,p304002
chr3+105544759,1,p304002
chr3+105844774,1,p304002
chr3+105846439,1,p304002
chr3+105858707,1,p304002
chr3+106605858,1,p304002
chr3+107564496,1,p304002
chr3+107792688,1,p304002
chr3+108556168,1,p304002
chr3+11441384,1,p304002
chr3+117060992,1,p304002
chr3+117551722,1,p304002
chr3+120337199,1,p304002
chr3+122833263,1,p304002
chr3+125283153,1,p304002
chr3+125546939,1,p304002
chr3+12645289,1,p304002
chr3+128732880,2,p304002
chr3+128767521,1,p304002
chr3+130860564,1,p304002
chr3+132717102,1,p304002
chr3+133392195,1,p304002
chr3+136827820,1,p304002
chr3+139631210,1,p304002
chr3+141546792,1,p304002
chr3+142085467,1,p304002
chr3+146125606,1,p304002
chr3+149919939,1,p304002
chr3+154282742,1,p304002
chr3+156705653,1,p304002
chr3+156848606,1,p304002
chr3+158684986,1,p304002
chr3+161862007,1,p304002
chr3+162706191,1,p304002
chr3+163061792,1,p304002
chr3+166149166,1,p304002
chr3+168411801,1,p304002
chr3+168544070,1,p304002
chr3+168544075,1,p304002
chr3+172249424,1,p304002
chr3+172816061,1,p304002
chr3+173936021,1,p304002
chr3+174191243,1,p304002
chr3+174236779,1,p304002
chr3+174464491,1,p304002
chr3+174651245,1,p304002
chr3+174677621,1,p304002
chr3+177071711,1,p304002
chr3+182828441,1,p304002
chr3+183979908,1,p304002
chr3+191343218,1,p304002
chr3+193616732,1,p304002
chr3+195378184,1,p304002
chr3+196059964,1,p304002
chr3+196394769,1,p304002
chr3+197182438,1,p304002
chr3+198008025,1,p304002
chr3+198135757,1,p304002
chr3+198215498,1,p304002
chr3+20087306,1,p304002
chr3+20153333,1,p304002
chr3+21565274,1,p304002
chr3+21670883,1,p304002
chr3+22316240,1,p304002
chr3+22332417,1,p304002
chr3+22335565,1,p304002
chr3+24404215,2,p304002
chr3+24452338,1,p304002
chr3+25607422,1,p304002
chr3+25756899,1,p304002
chr3+26655182,1,p304002
chr3+27678198,1,p304002
chr3+28296697,1,p304002
chr3+32257221,1,p304002
chr3+32499922,1,p304002
chr3+33618887,1,p304002
chr3+33656753,1,p304002
chr3+36020101,1,p304002
chr3+38178472,1,p304002
chr3+40283536,1,p304002
chr3+42623051,1,p304002
chr3+43478220,1,p304002
chr3+46942789,1,p304002
chr3+47025688,1,p304002
chr3+47051521,1,p304002
chr3+47053828,1,p304002
chr3+47099165,1,p304002
chr3+47122702,1,p304002
chr3+47172167,1,p304002
chr3+47624703,1,p304002
chr3+47649142,1,p304002
chr3+47751117,1,p304002
chr3+48030586,1,p304002
chr3+48059143,1,p304002
chr3+48708172,1,p304002
chr3+48934228,1,p304002
chr3+48950189,1,p304002
chr3+49084193,1,p304002
chr3+49388504,1,p304002
chr3+49739330,1,p304002
chr3+49766451,1,p304002
chr3+49817197,1,p304002
chr3+49820758,1,p304002
chr3+49949067,1,p304002
chr3+49952465,1,p304002
chr3+49963535,1,p304002
chr3+50053226,1,p304002
chr3+50843695,1,p304002
chr3+50891188,1,p304002
chr3+50940034,1,p304002
chr3+51427590,1,p304002
chr3+52261315,1,p304002
chr3+52586948,1,p304002
chr3+52600749,1,p304002
chr3+52651373,1,p304002
chr3+52672759,1,p304002
chr3+57681570,1,p304002
chr3+62840443,1,p304002
chr3+67635448,1,p304002
chr3+70957532,1,p304002
chr3+71605752,1,p304002
chr3+7274433,1,p304002
chr3+75675552,1,p304002
chr3+78330271,1,p304002
chr3+78606434,1,p304002
chr3+78637112,1,p304002
chr3+78855209,1,p304002
chr3+78997580,2,p304002
chr3+81498179,1,p304002
chr3+81741250,1,p304002
chr3+8270554,1,p304002
chr3+83359590,1,p304002
chr3+85339046,1,p304002
chr3+87234601,1,p304002
chr3+87846757,1,p304002
chr3+8916691,1,p304002
chr3+9122506,1,p304002
chr3+94037762,1,p304002
chr3+95816302,1,p304002
chr3+97782654,1,p304002
chr4-101053216,1,p304002
chr4-105231487,1,p304002
chr4-105260763,1,p304002
chr4-105391697,1,p304002
chr4-105557627,1,p304002
chr4-106044464,1,p304002
chr4-107627426,1,p304002
chr4-113924494,2,p304002
chr4-114356398,1,p304002
chr4-115405813,1,p304002
chr4-11543829,1,p304002
chr4-116144,1,p304002
chr4-11849212,1,p304002
chr4-119546314,1,p304002
chr4-120782244,1,p304002
chr4-120801356,1,p304002
chr4-122157418,1,p304002
chr4-122272752,1,p304002
chr4-123122442,1,p304002
chr4-123125588,1,p304002
chr4-123141992,1,p304002
chr4-123875628,1,p304002
chr4-124130863,1,p304002
chr4-125091502,1,p304002
chr4-125340936,1,p304002
chr4-125427447,1,p304002
chr4-125481077,1,p304002
chr4-125481630,1,p304002
chr4-126169306,1,p304002
chr4-128166560,1,p304002
chr4-131081674,1,p304002
chr4-136149537,1,p304002
chr4-136859816,1,p304002
chr4-138396983,1,p304002
chr4-142089353,1,p304002
chr4-142305057,2,p304002
chr4-142756198,1,p304002
chr4-143201555,1,p304002
chr4-14333541,1,p304002
chr4-144352027,1,p304002
chr4-145550564,1,p304002
chr4-146462886,1,p304002
chr4-148100092,1,p304002
chr4-148405291,1,p304002
chr4-148433341,1,p304002
chr4-150293237,1,p304002
chr4-150482328,1,p304002
chr4-150652628,1,p304002
chr4-156250874,1,p304002
chr4-156817475,1,p304002
chr4-156855413,1,p304002
chr4-156964091,1,p304002
chr4-159228358,1,p304002
chr4-159309976,1,p304002
chr4-162201263,1,p304002
chr4-165778061,1,p304002
chr4-165834704,1,p304002
chr4-167547006,1,p304002
chr4-169999370,1,p304002
chr4-172123065,1,p304002
chr4-174336218,2,p304002
chr4-175432523,1,p304002
chr4-176096457,1,p304002
chr4-17790322,1,p304002
chr4-17831620,1,p304002
chr4-17835633,1,p304002
chr4-20410640,1,p304002
chr4-24539968,1,p304002
chr4-2565005,1,p304002
chr4-2584016,1,p304002
chr4-2663739,1,p304002
chr4-26675631,1,p304002
chr4-26919445,1,p304002
chr4-26940080,1,p304002
chr4-26955180,1,p304002
chr4-2856797,1,p304002
chr4-2865291,1,p304002
chr4-2887139,1,p304002
chr4-30894045,1,p304002
chr4-3108959,1,p304002
chr4-3274469,1,p304002
chr4-35153352,1,p304002
chr4-36093301,1,p304002
chr4-36163465,1,p304002
chr4-43300089,1,p304002
chr4-43341187,1,p304002
chr4-43841188,1,p304002
chr4-44658189,1,p304002
chr4-47888292,1,p304002
chr4-48636450,1,p304002
chr4-48642761,1,p304002
chr4-48680796,1,p304002
chr4-48928546,1,p304002
chr4-52606600,2,p304002
chr4-53392282,1,p304002
chr4-54018922,1,p304002
chr4-54032856,1,p304002
chr4-59608903,1,p304002
chr4-59614435,1,p304002
chr4-59790226,1,p304002
chr4-59863361,1,p304002
chr4-66140784,1,p304002
chr4-6845981,1,p304002
chr4-70760585,1,p304002
chr4-70929182,1,p304002
chr4-71730358,1,p304002
chr4-755654,1,p304002
chr4-81562241,1,p304002
chr4-82615,1,p304002
chr4-84844750,1,p304002
chr4-84890772,2,p304002
chr4-86614868,1,p304002
chr4-86692682,1,p304002
chr4-87354699,1,p304002
chr4-88796068,1,p304002
chr4-94287085,1,p304002
chr4-96788404,1,p304002
chr4-98891232,1,p304002
chr4+100501690,1,p304002
chr4+101095967,1,p304002
chr4+101121605,1,p304002
chr4+101828503,1,p304002
chr4+102812596,1,p304002
chr4+105246949,1,p304002
chr4+105408166,1,p304002
chr4+109759493,1,p304002
chr4+109803530,1,p304002
chr4+113747505,1,p304002
chr4+115266198,1,p304002
chr4+116395649,1,p304002
chr4+116451101,1,p304002
chr4+116511085,1,p304002
chr4+118015808,1,p304002
chr4+118511476,1,p304002
chr4+1189359,1,p304002
chr4+119391899,1,p304002
chr4+120930961,1,p304002
chr4+122172493,1,p304002
chr4+122186514,1,p304002
chr4+125348373,1,p304002
chr4+127674794,1,p304002
chr4+128939467,1,p304002
chr4+129100625,1,p304002
chr4+129925296,1,p304002
chr4+131972583,1,p304002
chr4+134485564,1,p304002
chr4+13456838,1,p304002
chr4+13476692,2,p304002
chr4+136049640,1,p304002
chr4+139124921,1,p304002
chr4+140961667,1,p304002
chr4+141015344,1,p304002
chr4+142795432,1,p304002
chr4+142911818,1,p304002
chr4+144982,1,p304002
chr4+146372222,1,p304002
chr4+148431765,1,p304002
chr4+150352744,1,p304002
chr4+150642521,1,p304002
chr4+15067172,1,p304002
chr4+150960296,1,p304002
chr4+15610554,1,p304002
chr4+156465913,1,p304002
chr4+156786756,1,p304002
chr4+158018996,1,p304002
chr4+158101909,1,p304002
chr4+158499673,1,p304002
chr4+159147685,1,p304002
chr4+159282992,1,p304002
chr4+162316331,1,p304002
chr4+163135433,1,p304002
chr4+163519852,1,p304002
chr4+165669132,1,p304002
chr4+167388093,1,p304002
chr4+167627213,1,p304002
chr4+167901150,1,p304002
chr4+168910738,1,p304002
chr4+169587477,1,p304002
chr4+171399850,1,p304002
chr4+171451126,1,p304002
chr4+172082764,1,p304002
chr4+173201725,1,p304002
chr4+177326077,1,p304002
chr4+179361734,1,p304002
chr4+180394814,1,p304002
chr4+188981928,1,p304002
chr4+1945998,1,p304002
chr4+1955902,1,p304002
chr4+2001961,1,p304002
chr4+23716564,1,p304002
chr4+26386319,1,p304002
chr4+26917766,1,p304002
chr4+3098406,1,p304002
chr4+31681887,1,p304002
chr4+345988,1,p304002
chr4+36221594,1,p304002
chr4+40209977,3,p304002
chr4+44696620,1,p304002
chr4+45487592,1,p304002
chr4+45975640,1,p304002
chr4+47012510,1,p304002
chr4+47518062,1,p304002
chr4+47829702,1,p304002
chr4+48355244,1,p304002
chr4+48425295,1,p304002
chr4+54013560,1,p304002
chr4+54053057,1,p304002
chr4+55364498,1,p304002
chr4+57779490,1,p304002
chr4+58953,1,p304002
chr4+59791478,1,p304002
chr4+62395942,1,p304002
chr4+67614083,1,p304002
chr4+712782,1,p304002
chr4+73085103,1,p304002
chr4+77888273,1,p304002
chr4+79958078,1,p304002
chr4+81562237,1,p304002
chr4+86641282,1,p304002
chr4+93808294,1,p304002
chr4+94568428,1,p304002
chr4+94998863,1,p304002
chr4+97603070,1,p304002
chr4+98266676,1,p304002
chr4+98354020,1,p304002
chr5-101430933,1,p304002
chr5-10381252,1,p304002
chr5-107527424,2,p304002
chr5-108290884,1,p304002
chr5-108312676,1,p304002
chr5-109381652,1,p304002
chr5-109702747,1,p304002
chr5-109772002,1,p304002
chr5-109806321,1,p304002
chr5-109813729,1,p304002
chr5-111112559,1,p304002
chr5-115208685,1,p304002
chr5-119237496,1,p304002
chr5-120337378,1,p304002
chr5-120485542,1,p304002
chr5-120661027,1,p304002
chr5-121569923,1,p304002
chr5-122830697,1,p304002
chr5-123388331,1,p304002
chr5-123587317,1,p304002
chr5-123617160,1,p304002
chr5-12934391,1,p304002
chr5-129465686,1,p304002
chr5-135094237,1,p304002
chr5-136695617,1,p304002
chr5-137846883,1,p304002
chr5-137882352,1,p304002
chr5-139304572,1,p304002
chr5-139307104,1,p304002
chr5-139308472,1,p304002
chr5-140461001,1,p304002
chr5-143381576,1,p304002
chr5-143391097,1,p304002
chr5-14460586,1,p304002
chr5-146285416,1,p304002
chr5-162095768,1,p304002
chr5-163479462,1,p304002
chr5-164029808,1,p304002
chr5-165455216,1,p304002
chr5-170912196,1,p304002
chr5-172222095,1,p304002
chr5-172275936,1,p304002
chr5-172829493,1,p304002
chr5-176474907,1,p304002
chr5-176951674,1,p304002
chr5-176992832,1,p304002
chr5-177193702,1,p304002
chr5-177224596,2,p304002
chr5-177236415,1,p304002
chr5-177254301,1,p304002
chr5-177369867,1,p304002
chr5-177659262,1,p304002
chr5-177898999,1,p304002
chr5-179813724,1,p304002
chr5-179989293,1,p304002
chr5-180006803,1,p304002
chr5-180052095,1,p304002
chr5-20070582,1,p304002
chr5-21572400,1,p304002
chr5-25106478,1,p304002
chr5-26138163,1,p304002
chr5-27124368,1,p304002
chr5-27699997,1,p304002
chr5-27775395,1,p304002
chr5-28236947,1,p304002
chr5-28359428,1,p304002
chr5-29626002,1,p304002
chr5-33224248,1,p304002
chr5-34144773,1,p304002
chr5-36897027,1,p304002
chr5-37122175,1,p304002
chr5-37244318,1,p304002
chr5-37515297,1,p304002
chr5-38973704,1,p304002
chr5-39007972,1,p304002
chr5-40097788,1,p304002
chr5-40188584,1,p304002
chr5-41782903,1,p304002
chr5-44744314,1,p304002
chr5-44826487,1,p304002
chr5-49626368,1,p304002
chr5-50696825,1,p304002
chr5-53246177,1,p304002
chr5-53613407,1,p304002
chr5-5471524,1,p304002
chr5-55366994,1,p304002
chr5-61025394,1,p304002
chr5-61159095,1,p304002
chr5-61240402,1,p304002
chr5-61488442,1,p304002
chr5-62331571,1,p304002
chr5-62465514,1,p304002
chr5-66073453,1,p304002
chr5-6639992,1,p304002
chr5-68128711,1,p304002
chr5-69121928,1,p304002
chr5-73071428,1,p304002
chr5-73088758,1,p304002
chr5-75414933,1,p304002
chr5-76480308,1,p304002
chr5-78412986,1,p304002
chr5-78960186,1,p304002
chr5-80787914,1,p304002
chr5-81465639,1,p304002
chr5-89984885,1,p304002
chr5-93732903,1,p304002
chr5-93866890,2,p304002
chr5-93868861,1,p304002
chr5-94104885,2,p304002
chr5-95056021,1,p304002
chr5-95541810,1,p304002
chr5-98906392,1,p304002
chr5-98906399,1,p304002
chr5+102277533,1,p304002
chr5+102938413,1,p304002
chr5+106825318,1,p304002
chr5+107962604,1,p304002
chr5+109134354,1,p304002
chr5+109361110,1,p304002
chr5+109366890,1,p304002
chr5+109379076,1,p304002
chr5+109406939,1,p304002
chr5+11118189,1,p304002
chr5+11207277,1,p304002
chr5+112765577,1,p304002
chr5+113567184,1,p304002
chr5+115609747,1,p304002
chr5+117895106,1,p304002
chr5+118904990,1,p304002
chr5+119250285,1,p304002
chr5+11999750,1,p304002
chr5+121052099,1,p304002
chr5+121183906,1,p304002
chr5+121290207,1,p304002
chr5+121672119,1,p304002
chr5+123407728,1,p304002
chr5+129824806,1,p304002
chr5+12986731,1,p304002
chr5+131708915,1,p304002
chr5+132915447,1,p304002
chr5+132957317,1,p304002
chr5+134726921,1,p304002
chr5+137881151,1,p304002
chr5+139613213,1,p304002
chr5+139624262,1,p304002
chr5+139703438,1,p304002
chr5+13974206,1,p304002
chr5+140484616,2,p304002
chr5+140498534,2,p304002
chr5+140502058,1,p304002
chr5+143328512,1,p304002
chr5+143600124,1,p304002
chr5+144481352,2,p304002
chr5+145794638,1,p304002
chr5+145967769,1,p304002
chr5+147210064,1,p304002
chr5+147531198,1,p304002
chr5+149514994,1,p304002
chr5+150749027,1,p304002
chr5+164370987,1,p304002
chr5+165199218,1,p304002
chr5+176932284,1,p304002
chr5+177163999,1,p304002
chr5+177193788,1,p304002
chr5+177198487,1,p304002
chr5+177221998,1,p304002
chr5+177248965,1,p304002
chr5+177262542,2,p304002
chr5+177655245,1,p304002
chr5+178615892,1,p304002
chr5+179030626,2,p304002
chr5+179717586,1,p304002
chr5+180010782,1,p304002
chr5+180026212,1,p304002
chr5+180502873,1,p304002
chr5+180563556,1,p304002
chr5+18685070,1,p304002
chr5+20070195,1,p304002
chr5+20654701,1,p304002
chr5+27011976,1,p304002
chr5+27200048,1,p304002
chr5+27398145,1,p304002
chr5+27402806,1,p304002
chr5+27526945,1,p304002
chr5+27953936,1,p304002
chr5+28329520,1,p304002
chr5+30982004,1,p304002
chr5+33255585,1,p304002
chr5+36887835,1,p304002
chr5+36888187,1,p304002
chr5+36888676,1,p304002
chr5+36911118,1,p304002
chr5+36953086,1,p304002
chr5+36986849,1,p304002
chr5+36991850,1,p304002
chr5+37666640,1,p304002
chr5+37732869,1,p304002
chr5+3834174,1,p304002
chr5+40517726,1,p304002
chr5+409758,1,p304002
chr5+42983421,1,p304002
chr5+43136823,1,p304002
chr5+45501958,1,p304002
chr5+50351813,1,p304002
chr5+50723362,1,p304002
chr5+57191135,1,p304002
chr5+58522784,1,p304002
chr5+59234595,1,p304002
chr5+59549350,1,p304002
chr5+60439864,1,p304002
chr5+61407224,1,p304002
chr5+65760945,1,p304002
chr5+65895805,1,p304002
chr5+72914326,1,p304002
chr5+73743751,1,p304002
chr5+75419283,1,p304002
chr5+75491426,1,p304002
chr5+75586483,1,p304002
chr5+76592413,1,p304002
chr5+78195059,1,p304002
chr5+79246810,1,p304002
chr5+79456678,1,p304002
chr5+80413872,1,p304002
chr5+80522143,1,p304002
chr5+81561130,1,p304002
chr5+84715281,2,p304002
chr5+84772582,1,p304002
chr5+84774226,2,p304002
chr5+84889613,1,p304002
chr5+88200989,1,p304002
chr5+90412737,1,p304002
chr5+92612259,1,p304002
chr5+93968714,2,p304002
chr5+94694263,1,p304002
chr5+97535960,1,p304002
chr5+98882971,1,p304002
chr6-100612388,2,p304002
chr6-106238193,1,p304002
chr6-110203483,1,p304002
chr6-110210867,1,p304002
chr6-111453757,1,p304002
chr6-116659895,1,p304002
chr6-118912581,1,p304002
chr6-119294944,1,p304002
chr6-120004823,1,p304002
chr6-121099251,1,p304002
chr6-126167482,1,p304002
chr6-127194981,1,p304002
chr6-128290002,1,p304002
chr6-130317450,1,p304002
chr6-130403891,1,p304002
chr6-132476672,1,p304002
chr6-135032329,1,p304002
chr6-13663494,1,p304002
chr6-140623416,1,p304002
chr6-141403501,1,p304002
chr6-141575631,1,p304002
chr6-142840081,1,p304002
chr6-142933725,1,p304002
chr6-14488346,1,p304002
chr6-145945158,1,p304002
chr6-147126476,1,p304002
chr6-147346053,1,p304002
chr6-148891354,1,p304002
chr6-149708110,1,p304002
chr6-15256916,1,p304002
chr6-152720829,1,p304002
chr6-155563930,1,p304002
chr6-157863492,1,p304002
chr6-157882901,1,p304002
chr6-157883271,1,p304002
chr6-159124058,1,p304002
chr6-161059757,1,p304002
chr6-163565568,1,p304002
chr6-17912233,1,p304002
chr6-2025725,1,p304002
chr6-20598832,1,p304002
chr6-20687831,1,p304002
chr6-21062518,1,p304002
chr6-25548310,1,p304002
chr6-25765223,1,p304002
chr6-26147746,1,p304002
chr6-26853012,1,p304002
chr6-28147842,1,p304002
chr6-29497815,1,p304002
chr6-30772749,1,p304002
chr6-31290964,1,p304002
chr6-31748337,1,p304002
chr6-32076772,1,p304002
chr6-32284623,1,p304002
chr6-32285447,1,p304002
chr6-32307145,1,p304002
chr6-32364936,1,p304002
chr6-32471839,1,p304002
chr6-32772310,1,p304002
chr6-32778679,1,p304002
chr6-32823671,1,p304002
chr6-32900489,1,p304002
chr6-32901195,1,p304002
chr6-32927698,1,p304002
chr6-33027190,1,p304002
chr6-33070696,1,p304002
chr6-34347946,1,p304002
chr6-34352389,1,p304002
chr6-34644395,1,p304002
chr6-34749283,1,p304002
chr6-34749853,1,p304002
chr6-34966704,1,p304002
chr6-3543997,1,p304002
chr6-35633415,1,p304002
chr6-35682026,1,p304002
chr6-35686618,1,p304002
chr6-36038239,1,p304002
chr6-36052996,1,p304002
chr6-36054598,1,p304002
chr6-36464783,1,p304002
chr6-37981079,1,p304002
chr6-38629789,1,p304002
chr6-42422534,1,p304002
chr6-42649044,1,p304002
chr6-43991623,1,p304002
chr6-44942873,1,p304002
chr6-45334952,1,p304002
chr6-47605197,1,p304002
chr6-52638804,1,p304002
chr6-53296246,1,p304002
chr6-54096030,1,p304002
chr6-61813149,1,p304002
chr6-62177657,1,p304002
chr6-62273025,1,p304002
chr6-63535756,1,p304002
chr6-63660422,2,p304002
chr6-63667689,1,p304002
chr6-63677719,1,p304002
chr6-64272748,1,p304002
chr6-64585018,1,p304002
chr6-64759266,2,p304002
chr6-65238660,1,p304002
chr6-68068574,1,p304002
chr6-69708548,1,p304002
chr6-70708085,1,p304002
chr6-70813428,1,p304002
chr6-73707215,1,p304002
chr6-73755094,1,p304002
chr6-75625501,1,p304002
chr6-77674996,1,p304002
chr6-77879388,1,p304002
chr6-80128147,1,p304002
chr6-83162146,1,p304002
chr6-83387147,1,p304002
chr6-84143178,1,p304002
chr6-84196452,1,p304002
chr6-87636136,1,p304002
chr6-88960458,1,p304002
chr6-92071894,1,p304002
chr6-93390995,1,p304002
chr6-97269836,1,p304002
chr6+105063075,1,p304002
chr6+110152963,1,p304002
chr6+111271096,2,p304002
chr6+113130694,1,p304002
chr6+116094306,1,p304002
chr6+116714163,1,p304002
chr6+118547868,1,p304002
chr6+119233794,1,p304002
chr6+121119559,1,p304002
chr6+122421269,1,p304002
chr6+122468435,2,p304002
chr6+122636405,1,p304002
chr6+127291688,1,p304002
chr6+127495452,1,p304002
chr6+13654900,1,p304002
chr6+143479801,1,p304002
chr6+145816877,1,p304002
chr6+147272301,1,p304002
chr6+15571825,2,p304002
chr6+15583812,1,p304002
chr6+156939745,1,p304002
chr6+161101064,1,p304002
chr6+162741915,2,p304002
chr6+164399212,1,p304002
chr6+17924350,1,p304002
chr6+17966535,1,p304002
chr6+17984231,1,p304002
chr6+18441085,1,p304002
chr6+2095809,1,p304002
chr6+22090856,1,p304002
chr6+22954998,1,p304002
chr6+24376310,1,p304002
chr6+25031347,1,p304002
chr6+25537461,1,p304002
chr6+27470631,1,p304002
chr6+27855481,1,p304002
chr6+28286656,1,p304002
chr6+28304114,1,p304002
chr6+28367924,1,p304002
chr6+29881928,1,p304002
chr6+30015084,1,p304002
chr6+30521815,1,p304002
chr6+30524415,1,p304002
chr6+30524620,1,p304002
chr6+31188424,1,p304002
chr6+31221704,1,p304002
chr6+31328024,1,p304002
chr6+31360110,1,p304002
chr6+31412983,1,p304002
chr6+31456778,1,p304002
chr6+31469466,1,p304002
chr6+31507812,1,p304002
chr6+31526316,1,p304002
chr6+31593162,1,p304002
chr6+32295580,1,p304002
chr6+32313572,1,p304002
chr6+32352775,1,p304002
chr6+32453709,1,p304002
chr6+32485154,1,p304002
chr6+32613522,1,p304002
chr6+32615378,1,p304002
chr6+32824218,1,p304002
chr6+32824513,2,p304002
chr6+32833861,1,p304002
chr6+32909319,1,p304002
chr6+33034126,1,p304002
chr6+33043269,1,p304002
chr6+33254231,2,p304002
chr6+33260694,1,p304002
chr6+33646265,1,p304002
chr6+34335425,1,p304002
chr6+34353431,1,p304002
chr6+34846909,1,p304002
chr6+35114448,1,p304002
chr6+35363673,1,p304002
chr6+35626287,1,p304002
chr6+35670349,1,p304002
chr6+36041946,1,p304002
chr6+36046121,1,p304002
chr6+36053086,1,p304002
chr6+36087385,1,p304002
chr6+36453510,1,p304002
chr6+36520640,1,p304002
chr6+36672895,1,p304002
chr6+37906961,1,p304002
chr6+38020721,1,p304002
chr6+38402498,1,p304002
chr6+39459375,1,p304002
chr6+4050421,1,p304002
chr6+42794540,1,p304002
chr6+43431748,1,p304002
chr6+43559698,1,p304002
chr6+45339130,2,p304002
chr6+45351635,1,p304002
chr6+46146552,1,p304002
chr6+47596065,1,p304002
chr6+47596618,1,p304002
chr6+48560135,1,p304002
chr6+4875736,1,p304002
chr6+52080452,1,p304002
chr6+52309861,1,p304002
chr6+53623974,1,p304002
chr6+53846881,1,p304002
chr6+55012911,1,p304002
chr6+57735719,1,p304002
chr6+61766610,1,p304002
chr6+61876882,1,p304002
chr6+62291112,1,p304002
chr6+63819787,1,p304002
chr6+64797716,1,p304002
chr6+66737433,1,p304002
chr6+67609804,1,p304002
chr6+68719374,1,p304002
chr6+70456681,1,p304002
chr6+73270752,1,p304002
chr6+74583842,1,p304002
chr6+78982847,1,p304002
chr6+80337101,1,p304002
chr6+81871336,1,p304002
chr6+88364935,1,p304002
chr6+90247083,1,p304002
