seqnames,start,end,width,strand,refGenome,reads,patient,sampleName,GTSP,timePoint,timePointDays,timePointMonths,dataSource,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr12,116273396,116273737,342,-,hg38,39,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12-116273737,TRUE,MED13L,-,FALSE,TRUE,0,PEBP1,-1862145,+,ETV6,104378334,+,WHOLE BLOOD
chr4,116451101,116451194,94,+,hg38,4,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+116451101,FALSE,MIR1973,+,FALSE,TRUE,151332,SYNPO2,-2399585,+,RAP1GDS1,18007239,+,WHOLE BLOOD
chr6,116714163,116714461,299,+,hg38,23,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6+116714163,TRUE,KPNA5,+,FALSE,TRUE,-0,KPNA5,-0,+,NKAIN2,-7089681,+,WHOLE BLOOD
chr11,117026622,117027088,467,-,hg38,8,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-117027088,TRUE,SIK3,-,FALSE,TRUE,0,SIK3,0,-,PICALM,-30957206,-,WHOLE BLOOD
chr10,117340143,117340243,101,-,hg38,46,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr10-117340243,TRUE,PDZD8,-,FALSE,TRUE,0,EIF3A,1693425,-,NFKB2,14937713,+,WHOLE BLOOD
chr3,117551722,117552025,304,+,hg38,31,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+117551722,FALSE,LINC02024,-,FALSE,FALSE,126969,GSK3B,2270229,-,None.found,Inf,None.found,WHOLE BLOOD
chr9,117946066,117946098,33,+,hg38,155,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+117946066,FALSE,TLR4,+,FALSE,TRUE,228574,ASTN2,-531026,-,TAL2,12282953,+,WHOLE BLOOD
chr11,118237816,118238225,410,-,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-118238225,TRUE,MPZL3,-,FALSE,TRUE,-0,TMPRSS4,118381,+,PICALM,-32168343,-,WHOLE BLOOD
chr11,118398251,118398380,130,+,hg38,72,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+118398251,TRUE,"UBE4A,LOC100131626","+,-",TRUE,FALSE,0,KMT2A,-38237,+,PICALM,-32328369,-,WHOLE BLOOD
chr11,118464841,118464920,80,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-118464920,TRUE,KMT2A,+,FALSE,FALSE,0,KMT2A,0,+,PICALM,-32395038,-,WHOLE BLOOD
chr11,118465749,118465935,187,-,hg38,116,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-118465935,TRUE,KMT2A,+,FALSE,FALSE,0,KMT2A,0,+,PICALM,-32396053,-,WHOLE BLOOD
chr4,118511476,118511750,275,+,hg38,43,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+118511476,FALSE,CEP170P1,+,FALSE,TRUE,-4862,SYNPO2,-339210,+,RAP1GDS1,20067614,+,WHOLE BLOOD
chr11,119128517,119128665,149,+,hg38,194,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+119128517,TRUE,HINFP,+,FALSE,TRUE,-0,H2AFX,-33049,-,PICALM,-33058635,-,WHOLE BLOOD
chr6,119233794,119234133,340,+,hg38,26,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6+119233794,TRUE,MAN1A1,-,FALSE,FALSE,-0,GOPC,-1631251,-,NKAIN2,-4570050,+,WHOLE BLOOD
chr4,119391899,119392124,226,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+119391899,FALSE,LINC01061,-,FALSE,FALSE,13622,SYNPO2,330651,+,RAP1GDS1,20948037,+,WHOLE BLOOD
chr4,119546252,119546314,63,-,hg38,212,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-119546314,TRUE,PDE5A,-,FALSE,TRUE,-0,SYNPO2,485066,+,RAP1GDS1,21102452,+,WHOLE BLOOD
chr11,120372835,120373046,212,+,hg38,122,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+120372835,TRUE,ARHGEF12,+,FALSE,TRUE,0,ARHGEF12,0,+,PICALM,-34302953,-,WHOLE BLOOD
chr11,120432932,120432969,38,-,hg38,259,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-120432969,TRUE,ARHGEF12,+,FALSE,FALSE,-0,ARHGEF12,-0,+,PICALM,-34363087,-,WHOLE BLOOD
chr8,120603279,120603487,209,-,hg38,45,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8-120603487,TRUE,SNTB1,-,FALSE,TRUE,-0,ENPP2,-929910,-,MYC,-7131945,+,WHOLE BLOOD
chr5,121052099,121052402,304,+,hg38,40,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+121052099,FALSE,LOC102467226,+,FALSE,TRUE,-270449,LOX,1011094,-,TLX3,-50257183,+,WHOLE BLOOD
chr6,121099066,121099251,186,-,hg38,33,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-121099251,TRUE,TBC1D32,-,FALSE,TRUE,-0,NKAIN2,-2704593,+,NKAIN2,-2704593,+,WHOLE BLOOD
chr12,121201295,121201408,114,+,hg38,232,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12+121201295,FALSE,P2RX4,+,FALSE,TRUE,-8564,P2RX7,14743,+,ETV6,109305892,+,WHOLE BLOOD
chr12,121258653,121258883,231,-,hg38,29,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12-121258883,TRUE,CAMKK2,-,FALSE,TRUE,-0,CAMKK2,-0,-,ETV6,109363480,+,WHOLE BLOOD
chr7,121281772,121282105,334,-,hg38,64,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-121282105,TRUE,CPED1,+,FALSE,FALSE,-0,ING3,306447,+,None.found,Inf,None.found,WHOLE BLOOD
chr7,121473386,121473792,407,-,hg38,35,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-121473792,FALSE,FAM3C,-,FALSE,TRUE,-77423,ING3,498134,+,None.found,Inf,None.found,WHOLE BLOOD
chr11,121535307,121535384,78,-,hg38,145,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11-121535384,TRUE,SORL1,+,FALSE,FALSE,0,SORL1,0,+,PICALM,-35465502,-,WHOLE BLOOD
chr11,121553556,121553622,67,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+121553556,TRUE,SORL1,+,FALSE,TRUE,-0,SORL1,-0,+,PICALM,-35483674,-,WHOLE BLOOD
chr11,121553556,121553637,82,+,hg38,338,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+121553556,TRUE,SORL1,+,FALSE,TRUE,-0,SORL1,-0,+,PICALM,-35483674,-,WHOLE BLOOD
chr5,121569632,121569923,292,-,hg38,25,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-121569923,FALSE,LOC102467226,+,FALSE,FALSE,244085,LOX,493270,-,TLX3,-49739359,+,WHOLE BLOOD
chr10,121853976,121854034,59,-,hg38,24,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr10-121854034,TRUE,ATE1,-,FALSE,TRUE,0,FGFR2,-255575,-,NFKB2,19451504,+,WHOLE BLOOD
chr9,122026136,122026464,329,-,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-122026464,TRUE,TTLL11,-,FALSE,TRUE,0,DAB2IP,240933,+,ABL1,-8687415,+,WHOLE BLOOD
chr12,122068739,122069251,513,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12-122069251,FALSE,LOC100506691,+,FALSE,FALSE,690,BCL7A,7206,+,ETV6,110173848,+,WHOLE BLOOD
chr12,122096355,122096720,366,+,hg38,34,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12+122096355,TRUE,MLXIP,+,FALSE,TRUE,0,BCL7A,34310,+,ETV6,110200952,+,WHOLE BLOOD
chr7,122135713,122136270,558,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-122136270,TRUE,AASS,-,FALSE,TRUE,0,CADPS2,182152,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,122172493,122172615,123,+,hg38,273,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+122172493,TRUE,KIAA1109,+,FALSE,TRUE,0,IL2,278975,-,RAP1GDS1,23728631,+,WHOLE BLOOD
chr4,122186514,122186590,77,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+122186514,TRUE,KIAA1109,+,FALSE,TRUE,0,IL2,264954,-,RAP1GDS1,23742652,+,WHOLE BLOOD
chr2,122731903,122732114,212,-,hg38,127,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-122732114,FALSE,LINC01826,-,FALSE,TRUE,334040,GLI2,1739460,+,BCL11A,-62178615,-,WHOLE BLOOD
chr5,122830420,122830697,278,-,hg38,153,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-122830697,TRUE,SNX2,+,TRUE,FALSE,-0,LOX,-752195,-,TLX3,-48478585,+,WHOLE BLOOD
chr9,123069740,123069817,78,-,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-123069817,TRUE,RABGAP1,+,FALSE,FALSE,-0,CRB2,-286348,+,ABL1,-7644062,+,WHOLE BLOOD
chr4,123122379,123122442,64,-,hg38,263,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-123122442,TRUE,SPATA5,+,FALSE,FALSE,-0,NUDT6,-199437,-,RAP1GDS1,24678580,+,WHOLE BLOOD
chr5,123407728,123407825,98,+,hg38,81,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+123407728,TRUE,CEP120,-,FALSE,FALSE,0,ZNF608,1229187,-,TLX3,-47901554,+,WHOLE BLOOD
chr7,123696736,123697077,342,+,hg38,28,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+123696736,TRUE,WASL,-,TRUE,FALSE,-0,SPAM1,-228494,+,None.found,Inf,None.found,WHOLE BLOOD
chr9,123744256,123744584,329,-,hg38,30,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-123744584,TRUE,DENND1A,-,FALSE,TRUE,0,CRB2,364248,+,ABL1,-6969295,+,WHOLE BLOOD
chr7,123755330,123755661,332,-,hg38,41,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-123755661,FALSE,WASL,-,FALSE,TRUE,-6589,SPAM1,-169569,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,123875382,123875628,247,-,hg38,78,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-123875628,TRUE,LINC01091,+,FALSE,FALSE,-0,NUDT6,-952623,-,RAP1GDS1,25431766,+,WHOLE BLOOD
chr8,124323199,124323557,359,-,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8-124323557,TRUE,TMEM65,-,FALSE,TRUE,-0,RNF139,-151208,+,MYC,-3411875,+,WHOLE BLOOD
chr7,124880864,124880908,45,-,hg38,4,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-124880908,TRUE,POT1,-,FALSE,TRUE,0,SPAM1,909497,+,None.found,Inf,None.found,WHOLE BLOOD
chr7,124880866,124880908,43,-,hg38,404,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-124880908,TRUE,POT1,-,FALSE,TRUE,0,SPAM1,909497,+,None.found,Inf,None.found,WHOLE BLOOD
chr7,124880868,124880908,41,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-124880908,TRUE,POT1,-,FALSE,TRUE,0,SPAM1,909497,+,None.found,Inf,None.found,WHOLE BLOOD
chr1,125058995,125059148,154,+,hg38,142,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+125058995,FALSE,EMBP1,+,FALSE,TRUE,3487106,NOTCH2,-4989291,-,PBX1,-39500363,+,WHOLE BLOOD
chr3,125283153,125283281,129,+,hg38,153,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+125283153,TRUE,ZNF148,-,FALSE,FALSE,-0,MUC13,-348401,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,125427236,125427447,212,-,hg38,108,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-125427447,TRUE,FAT4,+,FALSE,FALSE,-0,NUDT6,-2504442,-,RAP1GDS1,26983585,+,WHOLE BLOOD
chr4,126169089,126169306,218,-,hg38,13,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-126169306,FALSE,MIR2054,+,FALSE,FALSE,661998,SCLT1,2714685,-,RAP1GDS1,27725444,+,WHOLE BLOOD
chrX,126921604,126921934,331,-,hg38,90,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-126921934,FALSE,PRR32,+,FALSE,FALSE,100147,STAG2,2819277,+,MTCP1,28142098,-,WHOLE BLOOD
chr9,127272126,127272544,419,+,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+127272126,TRUE,GARNL3,+,FALSE,TRUE,0,SPTAN1,-1280430,+,ABL1,-3441753,+,WHOLE BLOOD
chrX,127450157,127450534,378,-,hg38,22,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-127450534,FALSE,ACTRT1,-,FALSE,TRUE,600426,ELF4,2614384,-,MTCP1,27613498,-,WHOLE BLOOD
chr7,127763367,127763545,179,-,hg38,44,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-127763545,TRUE,SND1,+,FALSE,FALSE,0,SMO,-1425325,+,None.found,Inf,None.found,WHOLE BLOOD
chr11,128255242,128255442,201,+,hg38,114,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr11+128255242,FALSE,LINC02098,+,FALSE,TRUE,13800,ETS1,203517,-,PICALM,-42185360,-,WHOLE BLOOD
chr4,129100625,129101101,477,+,hg38,9,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+129100625,TRUE,C4orf33,+,FALSE,TRUE,0,SCLT1,-7017,-,RAP1GDS1,30656763,+,WHOLE BLOOD
chr9,129117850,129117907,58,+,hg38,91,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+129117850,TRUE,PTPA,+,FALSE,TRUE,0,PTPA,0,+,ABL1,-1596029,+,WHOLE BLOOD
chr7,129390548,129390813,266,-,hg38,94,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-129390813,TRUE,AHCYL2,+,FALSE,FALSE,-0,SMO,177267,+,None.found,Inf,None.found,WHOLE BLOOD
chr5,129465478,129465686,209,-,hg38,80,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-129465686,TRUE,ADAMTS19,+,FALSE,FALSE,0,FNIP1,2176025,-,TLX3,-41843596,+,WHOLE BLOOD
chr3,129748684,129748775,92,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-129748775,TRUE,TMCC1,-,FALSE,TRUE,-0,CNBP,-564807,-,None.found,Inf,None.found,WHOLE BLOOD
chr3,129748684,129749083,400,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-129749083,TRUE,TMCC1,-,FALSE,TRUE,-0,CNBP,-565115,-,None.found,Inf,None.found,WHOLE BLOOD
chr9,129975133,129975189,57,+,hg38,329,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+129975133,TRUE,FNBP1,-,FALSE,FALSE,0,FNBP1,0,-,ABL1,-738746,+,WHOLE BLOOD
chr9,130020949,130021017,69,-,hg38,118,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-130021017,TRUE,FNBP1,-,FALSE,TRUE,0,FNBP1,0,-,ABL1,-692862,+,WHOLE BLOOD
chr9,130032000,130032425,426,+,hg38,12,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+130032000,TRUE,FNBP1,-,FALSE,FALSE,0,FNBP1,0,-,ABL1,-681879,+,WHOLE BLOOD
chr9,130040291,130040337,47,+,hg38,300,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+130040291,TRUE,FNBP1,-,FALSE,FALSE,0,FNBP1,0,-,ABL1,-673588,+,WHOLE BLOOD
chr9,130720529,130720566,38,+,hg38,301,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+130720529,TRUE,ABL1,+,FALSE,TRUE,0,ABL1,0,+,ABL1,0,+,WHOLE BLOOD
chr9,130720529,130720568,40,+,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+130720529,TRUE,ABL1,+,FALSE,TRUE,0,ABL1,0,+,ABL1,0,+,WHOLE BLOOD
chr9,131453380,131453540,161,+,hg38,80,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+131453380,TRUE,PRRC2B,+,FALSE,TRUE,0,RAPGEF1,123388,-,ABL1,565704,+,WHOLE BLOOD
chr9,131513369,131513441,73,+,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+131513369,TRUE,POMT1,+,FALSE,TRUE,-0,RAPGEF1,63399,-,ABL1,625693,+,WHOLE BLOOD
chr9,131513369,131513443,75,+,hg38,163,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+131513369,TRUE,POMT1,+,FALSE,TRUE,-0,RAPGEF1,63399,-,ABL1,625693,+,WHOLE BLOOD
chr12,132113707,132114197,491,+,hg38,10,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12+132113707,TRUE,EP400P1,+,FALSE,TRUE,-0,EP400,33240,+,ETV6,120218304,+,WHOLE BLOOD
chr9,132323899,132324304,406,+,hg38,11,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+132323899,TRUE,SETX,-,FALSE,FALSE,0,TSC1,567447,-,ABL1,1436223,+,WHOLE BLOOD
chr9,132402985,132403433,449,-,hg38,9,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-132403433,TRUE,TTF1,-,FALSE,TRUE,0,TSC1,487913,-,ABL1,1515757,+,WHOLE BLOOD
chr12,132930635,132930741,107,+,hg38,186,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12+132930635,TRUE,ZNF605,-,FALSE,FALSE,-0,CHFR,-43016,-,ETV6,121035232,+,WHOLE BLOOD
chr7,132948885,132949177,293,+,hg38,66,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+132948885,TRUE,CHCHD3,-,FALSE,FALSE,0,EXOC4,-304180,+,None.found,Inf,None.found,WHOLE BLOOD
chr12,133124904,133125018,115,+,hg38,204,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12+133124904,TRUE,ZNF891,-,FALSE,FALSE,-0,CHFR,-237285,-,ETV6,121229501,+,WHOLE BLOOD
chr12,133186878,133187266,389,-,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr12-133187266,TRUE,ZNF268,+,FALSE,FALSE,0,CHFR,-299647,-,ETV6,121291863,+,WHOLE BLOOD
chr9,133268495,133268955,461,+,hg38,9,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+133268495,TRUE,ABO,-,FALSE,FALSE,0,ABO,0,-,ABL1,2380819,+,WHOLE BLOOD
chr3,133392195,133392255,61,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+133392195,TRUE,TMEM108,+,FALSE,TRUE,-0,BFSP2,-7798,+,None.found,Inf,None.found,WHOLE BLOOD
chr5,134726921,134727383,463,+,hg38,7,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+134726921,TRUE,SEC24A,+,TRUE,TRUE,-0,PITX1,300811,-,TLX3,-36582361,+,WHOLE BLOOD
chr9,134900198,134900567,370,-,hg38,27,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-134900567,FALSE,FCN1,-,FALSE,TRUE,2667,PAEP,-661187,+,NOTCH1,1593864,-,WHOLE BLOOD
chrX,135358714,135359086,373,+,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX+135358714,TRUE,ZNF449,+,FALSE,TRUE,-0,PHF6,929921,+,MTCP1,19705318,-,WHOLE BLOOD
chr8,135613634,135614006,373,-,hg38,20,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8-135614006,TRUE,KHDRBS3,+,FALSE,FALSE,-0,NDRG1,-2316701,-,MYC,7871054,+,WHOLE BLOOD
chr9,135886167,135886520,354,-,hg38,7,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-135886520,TRUE,CAMSAP1,-,FALSE,TRUE,0,PAEP,319743,+,NOTCH1,607911,-,WHOLE BLOOD
chr7,135961354,135961658,305,+,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+135961354,TRUE,"LUZP6,MTPN","-,-",FALSE,FALSE,0,PTN,1265985,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,136049640,136049908,269,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+136049640,FALSE,LINC00613,-,FALSE,FALSE,-135959,SCLT1,-6956032,-,RAP1GDS1,37605778,+,WHOLE BLOOD
chr9,136358907,136358969,63,-,hg38,290,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-136358969,TRUE,GPSM1,+,TRUE,FALSE,-0,NOTCH1,135462,-,NOTCH1,135462,-,WHOLE BLOOD
chr9,136412134,136412413,280,+,hg38,40,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+136412134,TRUE,PMPCA,+,TRUE,TRUE,0,NOTCH1,82297,-,NOTCH1,82297,-,WHOLE BLOOD
chr9,136462674,136462913,240,+,hg38,65,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+136462674,TRUE,SEC16A,-,FALSE,FALSE,0,NOTCH1,31757,-,NOTCH1,31757,-,WHOLE BLOOD
chr5,136695431,136695617,187,-,hg38,136,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-136695617,FALSE,SPOCK1,-,FALSE,TRUE,279679,TGFBI,631798,+,TLX3,-34613665,+,WHOLE BLOOD
chr3,136827820,136827957,138,+,hg38,44,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+136827820,TRUE,SLC35G2,+,FALSE,TRUE,0,NCK1,-34386,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,136859687,136859816,130,-,hg38,4,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-136859816,TRUE,LINC02511,-,FALSE,TRUE,-0,USP38,-6325099,+,RAP1GDS1,38415954,+,WHOLE BLOOD
chr9,137282603,137282847,245,-,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-137282847,FALSE,TOR4A,+,FALSE,FALSE,205,EHMT1,-336143,+,NOTCH1,-737060,-,WHOLE BLOOD
chr9,137283174,137283443,270,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-137283443,FALSE,TOR4A,+,FALSE,FALSE,801,EHMT1,-335547,+,NOTCH1,-737656,-,WHOLE BLOOD
chr9,137284518,137284650,133,+,hg38,226,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9+137284518,FALSE,TOR4A,+,FALSE,TRUE,1876,EHMT1,-334472,+,NOTCH1,-738731,-,WHOLE BLOOD
chr9,137594078,137594193,116,-,hg38,64,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-137594193,FALSE,ZMYND19,-,FALSE,TRUE,-3707,EHMT1,-24797,+,NOTCH1,-1048406,-,WHOLE BLOOD
chr9,137681933,137682079,147,-,hg38,130,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr9-137682079,TRUE,EHMT1,+,FALSE,FALSE,0,EHMT1,0,+,NOTCH1,-1136292,-,WHOLE BLOOD
chr5,137881151,137881224,74,+,hg38,127,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+137881151,TRUE,MYOT,+,FALSE,TRUE,-0,CDC25C,404112,-,TLX3,-33428131,+,WHOLE BLOOD
chr5,137882178,137882352,175,-,hg38,95,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-137882352,TRUE,MYOT,+,FALSE,FALSE,-0,CDC25C,402911,-,TLX3,-33426930,+,WHOLE BLOOD
chr2,138398607,138398709,103,-,hg38,230,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-138398709,FALSE,SPOPL,+,FALSE,FALSE,-103069,ZEB2,5985664,-,BCL11A,-77845210,-,WHOLE BLOOD
chr2,138571301,138571540,240,+,hg38,109,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+138571301,TRUE,SPOPL,+,TRUE,TRUE,-0,ZEB2,5813072,-,BCL11A,-78017802,-,WHOLE BLOOD
chr5,139307016,139307104,89,-,hg38,187,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-139307104,TRUE,MATR3,+,FALSE,FALSE,-0,UBE2D2,-254060,+,TLX3,-32002178,+,WHOLE BLOOD
chr7,139366509,139366549,41,-,hg38,116,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-139366549,TRUE,"LUC7L2,C7orf55-LUC7L2","+,+",FALSE,FALSE,-0,HIPK2,195019,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,139374278,139374355,78,-,hg38,345,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-139374355,TRUE,"LUC7L2,C7orf55-LUC7L2","+,+",FALSE,FALSE,-0,HIPK2,187213,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,139374281,139374355,75,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-139374355,TRUE,"LUC7L2,C7orf55-LUC7L2","+,+",FALSE,FALSE,-0,HIPK2,187213,-,None.found,Inf,None.found,WHOLE BLOOD
chrX,139925064,139925443,380,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-139925443,TRUE,ATP11C,-,FALSE,TRUE,0,MCF2,-217220,-,MTCP1,15138589,-,WHOLE BLOOD
chr5,140460971,140461001,31,-,hg38,138,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-140461001,TRUE,"ANKHD1,ANKHD1-EIF4EBP3","+,+",FALSE,FALSE,-0,PCDHB7,-711618,+,TLX3,-30848281,+,WHOLE BLOOD
chr7,140719177,140719433,257,+,hg38,63,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+140719177,FALSE,BRAF,-,FALSE,FALSE,148,BRAF,148,-,None.found,Inf,None.found,WHOLE BLOOD
